"","L_G+1","L_G+2","L_G+3","L_G-1","L_G-2","LN_G+1","LN_G+2","LN_G+3","LN_G-1","LN_G-2","LN_G-3"
"Eif2ak3",5.47960348223925,5.38538707221604,5.50237614486411,5.51153612118552,5.49253277821598,5.41411153760448,5.56952737793725,5.75008188827481,5.54598291678126,5.32584525810277,5.35078915707011
"Egfr",3.09443402639109,2.84325864778075,3.08797827984131,2.88559552565802,1.8709166897854,0.0637341604918262,-0.756467103892777,-0.783717722610782,0.274697200379709,-5.61446833904319,-2.46868034133231
"Smtn",3.64492092896518,3.88560973844191,3.71440360826779,3.7482498373703,3.47213508126448,0.55613054247691,0.828495396828379,0.3806690952901,2.45069671623171,1.99286197470642,2.78345942339819
"Car4",3.08967265229737,2.54494876719943,1.92570685094244,1.39827332483103,2.01841711382157,-5.81890888887002,-5.71066341427965,-5.64169871773835,-1.94162070654705,-5.61446833904319,-3.31667724788726
"Abt1",4.11449636661987,4.17859865403285,4.08627195789091,4.12502432008797,4.34034520870893,3.74904718654545,4.02573851703864,3.64138963528565,3.8942439376218,4.18157126978658,4.21470421262905
"Zfp93",1.74974812811616,1.84557995969087,1.10493141312251,1.34416591949158,1.68816308664482,2.09398044735995,2.49390772996955,2.6014752657346,1.40554467983933,2.31034416456259,2.27428399345534
"Fam160a1",-3.34376375780698,-0.131410062262628,-0.50725255633367,-1.86299198814971,-0.759717669321038,2.28437891954201,1.75694213580335,2.28311378586743,2.21409043567556,2.74747543469205,1.52126599400376
"Atr",4.92502884815792,5.36934359255549,5.41806874468204,5.3799018875579,4.28006719678483,6.73255906375688,6.739774618116,5.73930339181257,5.96915427409065,5.8668265655879,5.98938444154108
"Plcl1",2.43759595571768,2.90243109155278,2.66267244510864,2.16328733664914,1.46808824820177,6.95896283096315,6.60250306169755,6.51533235664,6.03464857239953,6.06104770503958,6.20020464293393
"H2afj",4.01253099615124,3.88560973844191,3.76647645029636,3.98471022020365,4.43183944055487,4.34474078714581,4.12380763570457,4.37092582112671,4.0702642626058,4.58887966393657,4.44487398455722
"Riox2",4.84817670715882,4.66612834398355,4.57899742646702,4.79185460668395,4.99657528355357,4.80222722440463,4.54318407070775,4.7645062876805,4.96738994093583,4.33535837171592,4.6033778069197
"Tg",2.8059833616977,3.44286010228881,2.62555927209154,2.4966283968096,3.50936798746345,1.61571933876671,2.26088013967112,2.17208247347868,2.55963108778487,2.29842099718677,1.95385169449345
"Psmg1",3.49813749765273,3.29102734889247,3.47460009695607,3.44400786521027,3.58356546562171,2.15263466508076,2.07723914511178,1.7420055747357,3.5984503366754,2.72982756887262,2.66060267561265
"Acly",8.44046210261927,8.36201473551987,8.24505640172802,8.54158610561759,8.3382682259671,8.62409938170275,8.33875974963314,8.39541920745185,8.65484313342531,8.31099337966057,8.42403111296002
"Gabrp",-6.15111867986459,1.20143381010392,2.02880034390654,0.649458012787079,2.49220070431858,-5.81890888887002,-5.71066341427965,-5.64169871773835,-6.02908354779739,-5.61446833904319,-5.63860534277463
"Tmem154",4.82401277705675,5.23413719395617,4.80329531070276,4.78171259626334,4.69337242244243,4.60420702127709,4.24207783290684,4.44443750728895,5.81130100291427,4.43401853494914,4.46861173281676
"Wbp11",7.165304285639,7.10214894224941,7.09669164457293,7.19308782483317,7.31174469323559,7.22394744916584,7.16987672005408,7.2319376387697,7.48007288470645,7.11748703472874,7.27297389862752
"D6Ertd527e",-1.75880125708583,-0.326666353661562,-1.72964497767012,-3.62852673451269,0.00730515870134834,0.330838230634667,1.44920792249874,0.548125841141663,1.99882244877249,1.23102171190118,1.1295789820023
"Mipep",4.47184826492592,4.42201266106843,4.38166460553459,4.62034960832445,4.7310100798058,4.2020710500342,4.18566898963029,4.14783492723201,4.733298490913,4.14874402777121,4.04964496635855
"Nlrc5",8.0148089568339,8.07551155461907,8.40161180670286,7.92654165682065,6.99716048416229,9.9848438594039,10.1194803756983,10.0978973249427,9.6719250297042,10.0850227814283,10.1404727404597
"Hipk2",7.0148874430859,7.40745417099019,7.54539311923394,7.37245914586797,7.01645559748829,6.22787408148633,6.58596606000585,6.4341146597231,6.2560296407041,6.59833199538624,6.73235445052276
"Akr1c13",1.52836141964086,1.44132613612527,0.553288985601381,0.557339810798648,1.57229924318991,0.83930259388178,-0.501210048650702,0.289038619824532,0.120663571707288,0.614350351452686,0.590213347721256
"Praf2",3.0752935129242,3.04660862122602,2.96709077170756,3.13435355840431,3.4449392704764,2.88499468457465,2.57010735585095,2.73767964933291,2.49055270504582,2.49927382700599,2.98710350028984
"Ctage5",8.03305931587429,8.11441338903619,8.21589640071391,8.33978005991811,8.46981797211393,7.12671783335981,7.07049135641621,7.25860206850981,7.57373128482972,7.48898340267289,7.60560981454487
"Tsc22d2",6.58083669390735,6.58248756655665,6.61760727357711,6.59957042806574,6.10631397885403,6.76158523990728,6.84080453834725,6.62303708339179,6.29594076239402,6.04775496627465,6.4761130464138
"Ckap5",7.47196261478853,7.49932937690194,7.4008397844846,7.531975013043,6.86130594872637,7.54070342224507,7.48885557471911,7.25141317197295,7.74683531983171,7.03815259559497,7.04723846865146
"Fbxw7",4.81538677204115,5.17075162918564,5.120854436088,5.30161921339614,4.87040572996391,4.8508619996555,5.01129019852173,4.70148699770953,5.23359859456477,4.66977741078647,4.82594040755931
"Xkr8",1.5699805088426,1.60372817885257,1.72978664096718,1.78425479082579,1.69741116344684,0.370915670010002,0.518155276216229,0.801244778110374,0.841281171786011,0.494056117734974,-1.39067782933104
"Dbn1",8.06812548327899,8.09344643380628,8.15940260516892,8.17649157782548,8.38820130644946,6.81476752102231,6.99432091061333,6.98743018628982,5.93994315435338,6.65143967018791,6.925782353278
"Wrb",4.11917664660745,4.27991319879644,4.25068504218975,4.20815485881443,4.64997100596557,2.08195791911073,2.24933851778843,2.82182565553283,3.43239589948876,2.46768070231068,2.84923469104843
"Cnot8",7.26290583001357,7.12191384805012,7.24629849826698,7.22805441625214,7.6160077252883,6.48287307318109,6.45455765394129,6.58441238039403,6.53339739755192,6.54634851063035,6.6557282168972
"Taf1c",4.2075325210283,4.10880763969481,3.60425575888332,4.15937582487875,4.18135568494778,4.30132898847194,4.48532388374886,4.57140550190355,4.51684622128807,4.23884121636048,4.27577978938082
"Dip2a",5.69005250938396,5.67104495117602,5.97955374030348,5.72241244703374,4.85188960361803,5.24111146563784,5.28722171354946,4.65636384998066,4.65829213564007,4.68130059537731,5.01692538038102
"Adam22",4.52748145923487,4.7049998927521,4.16274604824329,4.8218597445216,3.60829092155266,5.91198575767166,5.47111002452916,5.35053154722753,5.9413818929826,6.14333833315403,6.35680850945053
"Zfp61",4.03251670160863,4.03139552727951,3.96894394478303,3.7994145979968,3.98765088401401,4.48144367145821,4.31309093901976,4.69703766483556,4.49153513275889,4.54414134917128,4.57935235508949
"Rab4b",0.535381847318631,0.194165809639878,-0.210270818576538,0.389395173484577,0.440815318051671,0.447877651824886,0.35542577617812,-0.356296498876106,-0.474494696119756,-0.12261524271352,-0.146752246444951
"Anapc1",7.40119017917574,7.55340512513799,7.59723387716829,7.65560331741076,7.14748927209313,7.78691783428921,7.58582267233581,7.52430740521214,7.98432636869892,7.17200550617811,7.37139817852058
"Ccdc71l",5.67662096894237,5.63257964700809,5.43693658069782,5.59981097746869,5.5350642835532,6.91685865839662,6.9852173359779,7.0198567247294,6.35758731184022,6.58428362615054,6.71867173186818
"BC049715",0.6690602825506,0.0726038297589651,1.02167590947316,-0.0197174918371621,0.683516721788458,-0.0909884343068161,0.0172570402835474,0.625087822956547,0.199735142698487,-0.405014973414245,0.338674580725291
"Sik3",5.31087227072098,5.51281132053794,5.6459737329622,5.29806577553838,5.06694231339409,7.64958788175813,7.69114941685798,7.52869583457576,6.79686898972633,7.11748703472874,7.25146889340568
"Cox6c",4.82973492651515,4.82866520915635,4.593484862427,4.8002521568249,4.75667354533167,4.74237905629481,4.66328924109054,4.98492293462002,4.35570020229596,5.1278410970408,5.01692538038102
"Ywhah",8.51782168935822,8.32672395861771,8.43417239508435,8.48528053363443,8.74977955310109,8.00057169759113,8.13551253780755,8.16192791752195,7.77171526288622,8.09644569021432,8.10801394362569
"Anxa4",7.65673932656569,7.50576506517178,7.69199911637815,7.18027659587317,7.51027021015125,9.41602078075268,9.51533475715385,9.53809377044394,8.81282472573678,9.31917621678805,9.33423985725296
"Mcfd2",5.84500168316846,5.88927104553759,5.77867802548665,5.92491057124172,6.17991309282898,5.38627343735863,5.00272310065738,5.04217315088425,5.15020355684861,5.17098412911535,5.32067216294588
"Hid1",-0.478693337893092,0.840933594834506,0.513211546226046,-0.458601733070374,1.61196346076342,1.32064246352878,1.78918247280355,0.73334071360857,3.82734198082814,1.71644853907142,1.41667709272656
"Unc50",5.73648274464412,5.75617690297921,5.78289797742674,5.70731020586532,6.0232518100973,6.00883075993694,6.2085723717487,6.10691345899863,5.63046644908248,6.09245930057421,5.93456844191186
"Slc44a5",0.478237940215022,0.895726067674886,2.20266821481831,-0.0197174918371621,-1.1007545871561,3.29743507236745,4.58280823455848,4.33986856416466,2.26093529913522,3.42719081259402,3.19111739231143
"Ap4s1",3.72999528081051,3.64295999729492,3.40512357835858,3.93371568970839,3.94558124856664,3.74904718654545,3.86108922922389,3.81568216133418,3.60935236619308,4.09805866139663,3.88691546632044
"Riox1",4.40634502173324,4.92181128182525,4.81776372034126,4.55436415823279,5.21836553651638,3.41231229184117,3.2921516013274,3.56042510609211,3.7440556589223,3.64997426118341,3.17196629196652
"Zfp787",4.63269807945559,4.47395223690017,4.31037070117776,4.39050793485165,4.59906846286665,4.70563282616583,4.58280823455848,4.63791186331413,4.57917127418052,4.50576953829876,4.67314297223033
"Zw10",5.57892682301461,5.35067029531987,5.26357648969882,5.51051293317037,5.28045186417569,6.64793231945159,6.55641585139158,6.52163647434361,6.74590936113578,6.80206532115639,6.47546230439064
"Tap1",10.070336278923,9.86696613500788,9.96044032131455,9.86014190769511,10.0963938337044,10.6337023744335,10.7067441219236,10.7596641591259,10.226664271745,10.645550698982,10.6888595861498
"Haus2",4.62942108760737,4.8415152094527,4.52459630970567,4.50178641103077,4.69452750260092,3.59683287942008,3.63585031888598,4.12813912589109,4.12952614041708,3.38834667656386,3.84319408889113
"Lynx1",-4.56615617914343,-4.11326271555237,-2.17710395464134,-1.86299198814971,-2.20029026070702,1.86057121063543,1.3005638411436,1.45633336522217,3.14833599019184,1.20571062337199,-0.994749152999901
"Rab28",5.41255427996293,5.34821673173379,5.34859480018826,5.28735264432309,5.45826127980496,5.82989806085576,5.72448592408728,5.72516986842874,5.38824156988253,5.4414918954091,5.46664843692626
"Hectd1",6.38488563742396,6.57446288179438,6.69801706047379,6.82412635149355,6.18485312918401,6.87784134765215,6.73150255794967,6.51848785886231,6.70117428785736,6.53940031618004,6.67739327985393
"Lzts1",3.45436083819708,3.42434397594292,3.30890826309927,3.04106701667565,4.38824592289396,0.52094111401461,0.732280081569076,0.801244778110374,1.17058879703897,1.75185387520262,1.86124054430858
"BC030336",3.43572110809724,4.06764099362701,3.8732394310483,3.90597069922548,3.0165710546562,4.35975596213646,4.31586002824011,4.26368828727978,3.69030527314469,4.09461547350715,4.21782018585091
"Cotl1",6.89855973042181,6.58873676673465,6.68285430272157,6.79710880085507,7.39581073332207,5.19301717743679,5.4115174869801,5.65808168512019,5.91526248634044,6.52987125220464,6.00840329566702
"Faap20",4.74294116640943,4.63961965072072,4.81158073213083,4.69790275260962,4.93828629770814,5.04914196487514,5.09266050476184,5.27641913329342,4.81090752274249,5.1479136996672,5.03999479632483
"Ubxn2b",4.63759965282587,4.89292308439392,4.81158073213083,5.17431270642243,4.86426005489456,4.34976322926222,4.53607718421349,4.32264215005406,4.25052703325509,4.29991679311225,4.41260359814014
"Ctnnbl1",5.86742926200706,5.86258525245442,5.85881981895735,5.87649082101544,6.16499067233813,5.94305780651208,5.87194903698737,5.98902344436548,5.94210072460728,6.16155337620962,6.03602831899264
"Kctd2",4.91160208730046,4.96622206827445,4.70665014216924,5.25228121385012,4.78947590665619,4.78007408216608,5.18036077586985,5.28533845098194,4.56243879877334,5.22394773675414,5.35220773637898
"Zfp207",8.14343027708152,7.97665115443513,8.07459362302489,8.21059830170559,8.26843074403918,8.42924106245774,8.49413695355516,8.45147122327613,8.24449353299459,8.40919939451852,8.39731062265952
"Mtmr4",9.16286260787541,8.94915450740125,9.04200955047043,9.04570967907266,8.68740181780729,10.318662675866,10.3231252049235,10.1924019324011,10.0980442835936,10.2276118666518,10.3939785385484
"Ddx52",5.67503253493562,5.69634465823661,5.79339416807464,5.6236656056097,5.90798526240805,6.1828511394572,6.16700415978823,6.15960546831067,6.3736620746983,6.08119495774483,6.29840058374196
"Lrrc57",4.78772577760158,4.75401602415729,4.73741708209156,4.39716653916809,4.91469144063699,3.74142394534243,3.4865532788304,3.57988840352645,4.098910773179,4.11854698264277,3.89472438953121
"Acot2",1.5699805088426,1.61465773901083,0.963377268908491,1.16848624332346,1.8709166897854,3.14398711646725,3.39524509429151,3.30374511863956,2.14584213470328,2.80759642712962,2.87314731099275
"Rbm17",6.8141244926923,6.74176145789655,6.65434724915094,6.67639493506899,6.93107677883725,7.63783053581425,7.63293872346608,7.66905605447696,7.01855162592764,7.32161744263648,7.37489181151708
"Itfg1",6.6572422355682,6.59323330250882,6.62467787808741,6.55113359353234,6.84942866072415,7.17279009454287,7.14206114616802,7.25746935839597,6.95835812513873,7.20750489643793,7.13556399254356
"Tbxas1",7.24909367588558,7.08873863321194,7.03522661306597,7.29524641688571,7.38189653419173,1.19231836655324,-0.0382380723081563,1.07254679992777,1.56337348947069,2.41343765752669,2.66060267561265
"Nbr1",6.69887276331473,6.67675989571343,6.79678905343729,6.82946967256786,6.73340039424521,7.22736251772911,7.19566351848095,7.21725359301258,6.89554341210793,6.9977090468378,7.08654786113837
"Csnk1g2",7.01048562413826,7.32126126734708,7.0214527029993,7.39536619955058,7.01530051732979,6.91007448111803,6.90932724832673,7.0256346238668,6.80834728242393,6.63967450781255,6.96664265879118
"Snrnp35",2.65945295487656,2.7718235097378,2.42416035840892,2.61559920877104,2.83993421690248,2.82854953758491,2.92958152194269,3.06220485570631,2.29734593932491,3.19610329569795,2.58539633142348
"Klhl36",4.73990551028491,4.73536022487697,4.59588535389744,4.91605138282615,5.1759901987086,4.26987934984689,4.62807296829426,4.56164928524141,4.25747421381056,4.76815568753172,4.56474266020514
"Gsta4",-0.941665314235638,0.530593474222356,1.39688742825881,-1.86299198814971,2.19202716207174,-2.6489838874277,-4.1257009135585,-4.0567362170172,-3.22172862573979,-2.44454333760088,-2.46868034133231
"Dctpp1",4.3596454880533,4.15820031235201,4.08285324766345,4.37485062568963,4.55777428533207,0.0637341604918262,0.828495396828379,1.27716451953624,2.5745427971888,1.25589638054021,1.32717894188746
"Use1",4.79651825808724,4.7564853359127,4.96244739775745,4.6961038807545,4.87142746870413,5.60788000572555,5.68647639195595,5.74793262152217,4.98702829042312,5.73922987000484,5.48486945546952
"Ndufaf8",2.65301234131873,2.61193310167429,2.40238341601367,2.78763743022044,2.96772515072666,1.66490688839424,2.10311777693739,1.92054370648272,1.75881901159404,2.36852523565112,2.12294588966985
"Prdm10",4.17867765835611,4.13940271689788,3.71881552314618,4.42132181493788,3.68002210149059,4.27780626561852,4.13952342336612,2.83808154629075,4.35137751729158,3.91105247005187,3.82287410451153
"Ppp1r10",6.40658433417318,6.42996248249833,6.35108373864569,6.2586938809557,5.99211998447814,6.75639398620338,6.66573333680319,6.7433547706078,6.58769500620275,6.44047507753013,6.58328381869664
"Sla",9.15141315153967,9.36300250987259,9.51721435626944,9.19734632443891,9.80868852154945,3.30262462847002,4.09830076063961,3.97852110776913,5.5478731169087,5.98869434049119,6.19230593696816
"Zfp992",1.36458115841945,1.9528264749054,1.86331031380457,1.59643963048759,1.42420060420077,2.24178704281754,1.82071804623666,1.41358371776284,2.03161238389016,2.29842099718677,2.16229455714568
"Bpgm",3.31444772494481,2.69151366240346,2.65348327365398,3.20183001290653,3.30069384737478,2.28437891954201,2.3061448734069,2.19750507035859,3.60572750237432,3.16360879049216,3.13947178676073
"Slc9a4",2.5869735797559,2.83393586870969,2.59708410348107,3.08571878315344,2.33517027859656,0.975506977480091,1.70718910060625,1.55797362709801,0.98214370762586,0.76057109230373,1.04789518440859
"Strn3",5.72501452017843,6.375179989744,6.33680304752172,6.37400702657727,5.83915106568038,6.26888541591789,6.26052085812502,5.9716303366327,6.18006516255835,5.9309788426349,6.15540430224635
"Sat1",8.35562278516355,8.1195778872884,8.09637378865252,8.07199968144646,8.21560237765284,8.59306544549213,8.6819894175725,8.6614398654207,8.25725762003447,8.98515398278594,8.92631817316936
"Tmem29",3.00116616244199,2.96782121313527,3.13495389622196,3.09666908271398,3.02394116029321,3.31808222321021,3.54907984941113,3.069107715961,3.08205212243731,3.39955213127174,2.88887166328577
"Epc2",2.66586494339079,2.43208792926993,2.38027271440792,1.99791240218463,2.56978364527113,2.61154366279552,2.15352273037463,1.87400112054569,2.04237881475923,2.88935739895256,2.10958750681483
"Rnmt",5.84500168316846,5.80768555672667,5.83463156044576,5.95380345340047,6.06582697121184,6.58968622392809,6.66138541099312,6.65263484193347,6.39639463984793,6.67641448338638,6.46763041884112
"Lsp1",10.4989373383281,10.2935667555356,10.2221496908602,10.4060143353112,10.348611902253,11.8605231016717,11.8404364876089,11.849582885542,11.3900454588752,11.9613441643722,12.0067083033093
"Slc9a6",5.49948434235072,5.41304089065409,5.42077930450407,5.54889280347655,5.17433525727001,4.68193299068691,4.45298626173617,4.8451363038247,4.16197566673426,4.55169474360292,4.6799374669281
"Psmb9",8.6436525363452,8.46562883754425,8.34369327728161,8.53077699694405,8.48741867599694,9.12108346178452,9.04636191637109,9.11532661291239,8.70483211773288,9.29406501644778,9.17211689953944
"Itgb6",0.0387058790154296,0.279054707226391,0.630250967416265,0.0719129836284061,2.02577781877283,-5.81890888887002,-5.71066341427965,-5.64169871773835,-6.02908354779739,-5.61446833904319,-5.63860534277463
"Hnrnpr",6.72097900694327,6.72798711396443,6.62937243595246,6.83397553808458,6.70845975473274,6.68466842983267,6.57964348197825,6.5441058973701,6.76268983306135,6.52027882962582,6.62437035845332
"Tti1",5.64775808826871,5.6827768932774,5.55143501870556,5.78890387803335,5.86554256457178,5.59630470989527,5.50547614214548,5.60919181798499,5.72120471979426,5.19690635446675,5.65429141263455
"Nampt",6.88591342425894,6.99408515148472,7.05280727285555,6.70395743874889,6.85098342876781,7.89522928142146,7.96187242399955,7.94502381131002,7.29270365202263,7.78333996960968,7.81376461202849
"Ly6d",-2.4506789617235,-0.820480966324523,-0.881648071115168,-5.95045482940005,-0.0227520751548316,4.256570260618,3.5770489652698,4.16404515441326,5.95355358587203,4.42582138198252,4.25469618808594
"Kctd20",7.49375154840462,7.48730068001881,7.53166643295863,7.58323991114072,7.7310804397288,7.52441564736613,7.55245904398426,7.38430592524059,7.445002609218,7.24642464329563,7.3070213794552
"Stk4",8.31374610256656,8.37402464816868,8.50309571346602,8.32341360193382,8.20581348874317,10.0441884384172,10.0199924611185,9.9192609793523,9.63082874971377,9.77593576158469,9.87989414343334
"Ctu1",2.71616005984507,2.77669748410627,3.04645901040305,2.8601168053411,3.14717292628748,1.91580073135582,1.72396481335707,1.98035310171802,2.26093529913522,2.09289079303769,1.74509894969943
"Epn2",1.31648687021841,2.47470227333031,2.45622156764122,1.64200220786803,2.26226069977446,1.59894362601588,1.52774132504543,2.14620384165308,1.77181635212291,0.575356219836822,0.628181197920276
"Opa1",6.26065709571194,6.43690687636813,6.45853172832842,6.46132094617648,6.30807047525758,6.06105719079434,6.15468323053713,6.16605868585091,6.29199897021265,6.06457184734987,6.03514539666344
"Dhx29",6.11126984388643,5.95309560932292,5.94042109142746,5.8106808204286,5.96413784251891,5.84687113945947,5.79266544234701,5.85665189019125,6.02314484555001,5.77838570082968,5.87857190991492
"Aldh2",6.11771568947917,6.18434141713232,6.42382260936351,5.92183528088804,6.77630795648106,5.29548416599729,5.37215092339262,5.52759997805449,5.98039519809067,5.44013597891748,5.45084513834128
"Lcp2",6.47024641445028,6.45183936280794,6.39929449955638,6.21602212141676,6.65160747383371,3.79763995490897,3.63585031888598,4.23941524293674,4.65654129192896,4.85619053501736,5.13370923114703
"Gemin5",4.09799477284914,4.27647616312461,4.29862947632506,4.45575017601881,4.2219747824205,3.14398711646725,2.4840934401426,3.42169636355016,5.1149373214695,3.43809971176096,2.48551596905456
"Chtf18",5.55580895975282,5.31593477292754,5.13082128084705,5.43054728015088,5.03447015703161,2.81408630827294,3.68808027765854,4.00755745977896,5.1162117871362,3.35419845415201,3.81877553629791
"Prelid1",6.66406445014344,6.56463306857599,6.40478134255081,6.58214460927294,6.80359569865591,6.43050089639911,6.53756067538882,6.51848785886231,6.19280561367387,6.64085535096494,6.47871308323538
"Il2ra",3.96392497029712,3.83510451603231,3.72759908172942,3.17107868793998,2.44356592906771,6.96838153768957,6.6989926987802,6.76530343018585,6.59090711480899,6.83545407682056,6.70873919665692
"Chchd6",3.13196967315941,3.15913379348512,2.92188513999003,3.31867184974937,3.63500825992844,0.409909801625866,0.556123126415249,0.767692218399347,1.67827558428349,1.88537754804001,1.1295789820023
"Rilpl1",0.617065644912339,1.50144712856284,0.738503858068288,0.6194007789309,1.10087927401355,0.83930259388178,1.05752091049727,1.65292203115327,1.17058879703897,-0.405014973414245,1.04789518440859
"Tomm34",6.63576351380011,6.56110612624764,6.58354039770567,6.59136779202412,6.81027114569861,7.09528935358494,7.1919001276919,7.27884023184543,6.94263961337937,7.28620981970016,7.24842483047305
"Rab24",4.22065796447334,3.97949442536748,3.89289498086751,4.19547731642047,4.38395643992955,3.13237582609696,3.14420496898058,3.08962031328671,2.7090087118231,3.38834667656386,2.99438985436833
"Slc38a10",7.54291267032105,7.4846967045072,7.41755994727211,7.70920665428803,7.5971396743218,7.35492437481204,7.51228239021936,7.4332789445628,7.67298088808089,7.28696426868631,7.52551593064367
"Csf3r",1.04855366497178,1.94418755663153,1.86331031380457,0.158069627378121,2.0903869001959,-1.73144604761968,-2.25123179564235,-1.73480812212984,-6.02908354779739,-5.61446833904319,-4.05364284205347
"Sephs2",5.00685977008084,5.01240904784022,5.13247574781838,5.13767086278816,5.39216677656106,3.76793089909181,3.72604812785756,4.45237896793355,5.26035902789094,3.94968115094254,4.12792356582424
"Mxd3",4.05222932311518,3.65094541458758,3.7055390947205,4.13302449793179,3.44219127909149,0.590482047267687,0.518155276216229,1.09976826866279,2.55963108778487,0.451620851414578,0.931250265556323
"Mis18bp1",5.54106089644795,5.43170171723687,5.52270507713304,5.81234243309818,4.88868722114532,3.45488671034425,2.88552634186476,3.04829925368109,5.38824156988253,3.38834667656386,3.22867339693504
"Scarb2",6.48437272638712,6.49017818113472,6.55236229996355,6.41886987300729,6.61272739778995,6.30553557113857,6.32241539185097,6.29457113986386,5.84397599986408,6.19891204788153,6.2150940775256
"Arhgef12",3.60876950335725,3.90799490500815,3.99464148242534,3.44828886253814,2.85240716238264,4.66591400539213,4.77818093217768,4.98674682239883,4.61387067568294,4.10492048189889,4.00344635015335
"Lgals3",9.03464722751703,8.79050617990849,8.81254857248615,8.73948855960671,9.17265251197748,5.55232323949961,5.60844416154533,5.68079281985911,5.92910663589634,6.91666940240152,7.00682793238963
"Dcps",4.32765093961118,3.80917302468078,3.86131626367248,4.27716111401418,4.25992182591842,3.83751597440776,3.7711360173861,3.84413059096355,4.11174622297561,3.79704264896888,4.13123250085482
"Jade1",5.09026868413435,5.05916479309311,5.1955632727605,4.99132641287848,4.54117672569413,5.48999891519392,5.27588973547701,5.1306158561833,5.35623962837848,5.00666777423145,5.35927978505449
"Trp53rkb",1.76177065636537,1.52481112162835,1.28232766399596,1.67159699005633,2.19855520506924,0.867591638313203,0.35542577617812,0.958214124448773,1.40554467983933,1.0437431437086,1.32717894188746
"Pwp2",5.14407627601607,5.21810213494308,5.21755360659194,5.31925629174273,5.39501162843855,3.54959757263768,3.20521596455612,3.84413059096355,4.93742190410835,3.3073725980313,4.06702704458679
"Mdm1",3.66746349761627,3.39294567375438,3.32636043205862,3.65131595900766,3.6398132436903,2.46186188126059,2.85539062389144,2.22248742691593,3.55023238978262,3.3073725980313,2.17517584844241
"St3gal4",6.41231595584561,6.20798895748582,5.98688871659127,6.78995840263325,6.42750415560231,4.51759767094024,4.63474183243814,4.53447443136914,4.79667028508572,4.9582318874441,5.34652503069227
"Tmed2",6.32486801100607,6.28055673239162,6.37992453170057,6.40517156423787,6.81346442201673,6.26157556819755,6.42087205439669,6.34449886946792,6.50059101396725,6.31885348168975,6.3440317908948
"Mcm10",5.59161179665459,5.40912265076356,5.05084011015883,5.55088478866135,4.85292453554253,2.9852221323133,2.98630411195463,3.15596280811541,5.37339562441757,3.39955213127174,2.48551596905456
"Rdx",7.3125334050909,7.3275026573147,7.33518758789812,7.3540391003828,7.3228049094913,7.9489651900276,7.75885122042874,7.6016240508676,7.85116958775401,7.63864047661217,7.59875401942421
"Slc4a7",6.12355066220926,6.27841050313402,6.27073067525243,6.52096636702481,5.65264789682077,3.62196027874085,3.51092370698515,3.70481501542728,5.00089379879218,4.1219335922751,3.57328295177138
"Smpdl3b",3.14120295293745,2.89348411688822,2.74284279379263,2.94739062660546,2.74501421850673,-0.86471257848314,-1.62320057302931,-0.99784252796363,-0.00671573476893951,-0.570074219684742,1.35007934399754
"Mgl2",7.06577871396879,6.90563290556928,6.89118577100588,6.10381031022572,6.53780199891347,-1.57098137542643,-0.756467103892777,-1.55423587648801,-0.146440498435553,1.25589638054021,0.0338199991968702
"Flt1",2.34473634702258,3.68504706690223,3.58987661951015,2.80776838532668,3.48287146600224,2.29483327717917,1.88179362298843,2.85415630914882,2.02076500165317,3.22788200437061,2.66060267561265
"Ccr7",9.60290758191568,9.32768429321609,9.75682136390975,7.8864831256018,8.41866325753577,12.1763448464148,12.5757815421276,12.5971677996815,11.5413132662552,12.3393813902235,12.4579296694515
"Hus1",4.32157215937819,4.35352752225073,4.25676595758193,4.27956560630559,4.32848940462101,3.97713071995975,4.13639393181168,4.09131660394761,3.63802799427763,2.83261488716646,3.97794350100436
"Ctsk",2.55278489358008,2.64429397338708,0.992821046800973,2.42023257740717,2.70888851149677,-4.23394638814886,-4.1257009135585,-5.64169871773835,-2.3286438296563,-5.61446833904319,-2.17917372413733
"Alpk1",5.79907267010811,5.80410936392447,5.81312896519756,5.74868379587587,5.14337135612762,5.17756459986321,5.24425987775067,5.08707213180431,4.66527433942406,5.03927243966337,5.23714400864543
"Mepce",3.59539564127388,3.81629160018048,4.00551611964934,3.53537447930186,3.40033065268003,4.51536439643718,4.83719509177876,4.44178060959349,4.22002990491633,4.32364098717604,4.5300667753576
"Rprd1b",5.98298672053722,6.13062529666116,5.86380839599177,6.31779474259444,6.18936668390356,5.16479730378933,4.81191811697518,5.16485090424761,5.82695285202176,5.21446148860829,5.31777081447505
"Eif4ebp1",4.90348563809609,4.95766322943314,4.72869327597291,5.19101372599304,5.13318458800838,2.89189754482934,2.69447804885669,2.90133310251688,3.16320926667337,3.02577659717915,3.32429066256264
"Carmil2",0.590348306536559,0.683750262283776,0.963377268908491,0.817729495376878,1.0727282336994,4.05914202385852,3.72604812785756,3.81157191627227,5.05638891138389,4.13540108835365,3.63519025643964
"Serp1",9.92291822385781,10.0243208560834,10.0379049953958,10.0519426793192,10.239899162799,8.37991979705765,8.38909531499068,8.62208396250683,9.32733403283064,8.63323670221497,8.66767000012184
"Zfp930",4.01253099615124,3.85136695116823,4.08627195789091,4.27716111401418,4.05214990903048,3.45954056935047,2.83236840597559,3.30958599722862,3.65215486398041,3.54792298971371,3.41938637998455
