"","counts_bg","counts_fg","freq_bg","freq_fg","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"Mrpl15",887,41,8.25155579502949e-05,6.58709668090658e-05,180,-0.320665003757226,0.0825,0.151206388763027
"Lypla1",526,34,4.89325631137036e-05,5.46247041831277e-05,85,0.155744794333703,0.507,0.627832542476657
"Tcea1",893,51,8.30737240694627e-05,8.19370562746916e-05,199,-0.0196381372274424,0.9181,0.946116898000764
"Atp6v1h",411,20,3.8234379162989e-05,3.21321789312516e-05,52,-0.243885286366817,0.3769,0.501747737370413
"Rb1cc1",371,25,3.45132717018708e-05,4.01652236640645e-05,43,0.213067788284089,0.4461,0.569145087525627
"Pcmtd1",411,23,3.8234379162989e-05,3.69520057709393e-05,57,-0.0479422370910713,0.8582,0.90495802919708
"Rrs1",325,7,3.0233998121585e-05,1.12462626259381e-05,34,-1.35077572628745,6e-04,0.00251242236024845
"Vcpip1",260,15,2.4187198497268e-05,2.40991341984387e-05,26,-0.00505306512815711,0.9898,0.992991319444444
"Sgk3",934,29,8.68878592171088e-05,4.65916594503148e-05,202,-0.884955125990606,1e-04,0.000512999365884591
"Snhg6",398,11,3.70250192381256e-05,1.76726984121884e-05,59,-1.02601854978031,0.0016,0.00592402745995423
"Cops5",767,32,7.13522355669405e-05,5.14114862900026e-05,148,-0.465154572745145,0.0247,0.056962086659065
"Cspp1",353,19,3.28387733443677e-05,3.0525569984689e-05,46,-0.102154816881577,0.7356,0.817782602720902
"Arfgef1",320,24,2.97688596889452e-05,3.85586147175019e-05,32,0.362520928414849,0.2362,0.352621885956819
"Slco5a1",1,28,9.30276865279537e-08,4.49850505037522e-05,6,5.39476307464576,0,0
"Ncoa2",222,33,2.06521464092057e-05,5.30180952365651e-05,29,1.31893272050763,0.0021,0.00745131578947368
"Tram1",1620,50,0.000150704852175285,8.0330447328129e-05,428,-0.899399775887623,0,0
"Terf1",271,8,2.52105030490755e-05,1.28528715725006e-05,33,-0.919959978427065,0.0136,0.0351626717801214
"Rpl7",19706,877,0.00183320359071986,0.00140899604613538,1649,-0.379462665274788,0,0
"Ube2w",511,38,4.75371478157843e-05,6.1051139969378e-05,73,0.354368380982024,0.1458,0.240375382107194
"Tceb1",1699,219,0.000158054039410993,0.000351847359297205,509,1.14952720122707,0,0
"Tmem70",453,65,4.2141541997163e-05,0.000104429581526568,72,1.28913006802865,0,0
"Ly96",181,56,1.68380112615596e-05,8.99701010075045e-05,26,2.35043767513838,0,0
"Mcm3",706,14,6.56775466887353e-05,2.24925252518761e-05,159,-1.50499922381137,1e-04,0.000512999365884591
"Tram2",163,0,1.51635129040565e-05,0,15,-4.01466887580431,0,0
"Ogfrl1",941,128,8.75390530228044e-05,0.00020564594516001,242,1.22277520703616,0,0
"Smap1",645,27,6.00028578105301e-05,4.33784415571897e-05,120,-0.459017825283849,0.0426,0.0885265861803237
"Sdhaf4",339,8,3.15363857329763e-05,1.28528715725006e-05,32,-1.23186893514054,0.0011,0.0042538240917782
"Lmbrd1",396,28,3.68389638650697e-05,4.49850505037522e-05,50,0.28129234061788,0.3136,0.436289595872743
"Phf3",565,30,5.25606428882938e-05,4.81982683968774e-05,94,-0.122565738680465,0.6094,0.713568678535244
"Ptp4a1",793,59,7.37709554166673e-05,9.47899278471922e-05,171,0.357395999143726,0.089,0.160752400089306
"Prim2",145,2,1.34890145465533e-05,3.21321789312516e-06,17,-1.78196504084576,0.0038,0.0122478087649402
"Zfp451",176,13,1.63728728289199e-05,2.08859163053135e-05,9,0.333166445024045,0.4018,0.52734620376379
"Bend6",87,3,8.09340872793197e-06,4.81982683968774e-06,8,-0.64384497162258,0.2479,0.365435677842566
"Dst",245,6,2.27917831993487e-05,9.63965367937548e-06,29,-1.16101221423024,0.0064,0.018986431976531
"Ccdc115",554,28,5.15373383364864e-05,4.49850505037522e-05,84,-0.192178187166481,0.4201,0.543951504481434
"Imp4",498,22,4.63277878909209e-05,3.53453968243768e-05,81,-0.380914834681118,0.1288,0.217262718932444
"Ptpn18",5065,86,0.000471185232264086,0.000138168369404382,1176,-1.76252157306933,0,0
"Fam168b",413,37,3.84204345360449e-05,5.94445310228155e-05,51,0.616668131917178,0.0218,0.0517494131455399
"Plekhb2",595,58,5.53514734841325e-05,9.31833189006296e-05,108,0.741018227646296,0.0025,0.00862105711849957
"Uggt1",322,9,2.99549150620011e-05,1.44594805190632e-05,36,-1.00167665907008,0.0039,0.0125451292246521
"Neurl3",586,16,5.45142243053809e-05,2.57057431450013e-05,87,-1.0557074469737,0,0
"Arid5a",99,9,9.20974096626742e-06,1.44594805190632e-05,17,0.598545577842074,0.2884,0.409252147992285
"Kansl3",420,40,3.90716283417406e-05,6.42643578625032e-05,56,0.703714186966829,0.0123,0.0324655791190865
"Lman2l",481,14,4.47463172199457e-05,2.24925252518761e-05,59,-0.96145380531286,1e-04,0.000512999365884591
"Ankrd39",166,5,1.54425959636403e-05,8.0330447328129e-06,6,-0.864153831945549,0.0495,0.0997894343384002
"Sema4c",141,5,1.31169038004415e-05,8.0330447328129e-06,13,-0.644139444901656,0.1796,0.284114978490418
"Cox5b",3990,222,0.000371180469246535,0.000356667186136893,1056,-0.057384584090069,0.5512,0.664858804234382
"Actr1b",230,10,2.13963679014294e-05,1.60660894656258e-05,20,-0.392132268076995,0.281,0.401570393923335
"Tmem131",139,18,1.29308484273856e-05,2.89189610381264e-05,10,1.10277695250635,0.0181,0.0445343673965937
"Inpp4a",379,13,3.52574931940945e-05,2.08859163053135e-05,52,-0.728276395014776,0.0187,0.0455946353224834
"Coa5",459,38,4.26997081163307e-05,6.1051139969378e-05,67,0.505834071439863,0.0469,0.0958133838383838
"Unc50",621,30,5.77701933338592e-05,4.81982683968774e-05,97,-0.256477105556806,0.2433,0.360427943600073
"Mgat4a",119,13,1.10702946968265e-05,2.08859163053135e-05,14,0.858541887067496,0.0943,0.168519328473603
"Mitd1",214,6,1.99079249169821e-05,9.63965367937548e-06,17,-0.974598691624635,0.0162,0.040625542467452
"Mrpl30",1682,62,0.000156472568740018,9.960975468688e-05,454,-0.646330347851649,0,0
"Txndc9",946,80,8.80041914554442e-05,0.000128528715725006,220,0.541326786725395,0.0047,0.0146750289463528
"Eif5b",1633,82,0.000151914212100148,0.000131741933618132,454,-0.204098304527138,0.176,0.27962293794187
"Rev1",80,3,7.4422149222363e-06,4.81982683968774e-06,5,-0.536645329427826,0.3178,0.440617309340189
"Gm16152",89,0,8.27946410098788e-06,0,5,-3.21404149057143,0.002,0.00715296198054819
"Pdcl3",940,70,8.74460253362765e-05,0.000112462626259381,212,0.359347946394974,0.0381,0.0809424894957983
"Rpl31",15940,619,0.00148286132325558,0.000994490937922237,1640,-0.575876180692223,0,0
"Tbc1d8",723,138,6.72590173597105e-05,0.000221712034625636,181,1.70608796771533,0,0
"Cnot11",215,8,2.000095260351e-05,1.28528715725006e-05,16,-0.60026970539381,0.1045,0.183424821002387
"Rnf149",350,26,3.25596902847838e-05,4.17718326106271e-05,49,0.349931621028593,0.2552,0.373542247150353
"Map4k4",645,171,6.00028578105301e-05,0.000274730129862201,166,2.17630818806259,0,0
"Il1r2",135,3,1.25587376812737e-05,4.81982683968774e-06,12,-1.22017473615705,0.0227,0.0533690787561755
"Il1rl2",115,0,1.06981839507147e-05,0,9,-3.54821267523836,6e-04,0.00251242236024845
"Il1rl1",226,3,2.10242571553175e-05,4.81982683968774e-06,38,-1.92004522642324,8e-04,0.00322793017456359
"Il18r1",40,17,3.72110746111815e-06,2.73123520915639e-05,10,2.58423438146996,0.0447,0.0918757621951219
"Il18rap",55,6,5.11652275903745e-06,9.63965367937548e-06,9,0.798667572423541,0.3246,0.447743222506394
"Mrps9",492,17,4.57696217717532e-05,2.73123520915639e-05,73,-0.724140153358086,0.0092,0.0255942228335626
"Uxs1",377,16,3.50714378210385e-05,2.57057431450013e-05,40,-0.433706899741858,0.1267,0.214390922401171
"Tpp2",425,16,3.95367667743803e-05,2.57057431450013e-05,59,-0.602080992675704,0.0318,0.0698322475570033
"Tex30",248,8,2.30708662589325e-05,1.28528715725006e-05,24,-0.797102997602387,0.0293,0.0652994490358127
"Ercc5",160,2,1.48844298444726e-05,3.21321789312516e-06,7,-1.91461887273975,8e-04,0.00322793017456359
"Wdr75",141,3,1.31169038004415e-05,4.81982683968774e-06,11,-1.27837556959482,0.0156,0.0394264292408622
"Slc39a10",96,5,8.93065790668356e-06,8.0330447328129e-06,8,-0.136676946338055,0.8151,0.87454820315608
"Nabp1",749,158,6.96777372094373e-05,0.000253844213556888,182,1.85028783907634,0,0
"Stat4",39,44,3.62807977459019e-06,7.06907936487535e-05,11,3.95330222593165,0,0
"Stat1",751,69,6.98637925824932e-05,0.000110856017312818,165,0.658522283798368,0.0234,0.0546180034622043
"Gls",405,24,3.76762130438212e-05,3.85586147175019e-05,52,0.0325453648104503,0.9114,0.941543353339293
"Nab1",293,16,2.72571121526904e-05,2.57057431450013e-05,43,-0.0814640003860778,0.8017,0.8655749366075
"Mfsd6",299,23,2.78152782718582e-05,3.69520057709393e-05,41,0.397342182337302,0.2181,0.330727085285848
"Inpp1",194,5,1.8047371186423e-05,8.0330447328129e-06,13,-1.0763076402826,0.0163,0.0408130609718353
"Hibch",107,4,9.95396245849105e-06,6.42643578625032e-06,6,-0.560710960354671,0.2733,0.393345845934887
"Ormdl1",162,16,1.50704852175285e-05,2.57057431450013e-05,12,0.732736541810292,0.0868,0.157552613865829
"Asnsd1",855,39,7.95386719814004e-05,6.26577489159406e-05,187,-0.339345542717768,0.0803,0.148080009117848
"Stk17b",989,26,9.20043819761462e-05,4.17718326106271e-05,228,-1.12063766901421,0,0
"Gtf3c3",92,5,8.55854716057174e-06,8.0330447328129e-06,5,-0.0815790010244874,0.902,0.933604835614686
"Ankrd44",1304,74,0.000121308103232452,0.000118889062045631,330,-0.0288199473913972,0.8641,0.909388397502601
"Sf3b1",3363,174,0.000312852109793508,0.000279549956701889,925,-0.161827216963091,0.1174,0.201863124335813
"Coq10b",773,46,7.19104016861082e-05,7.39040115418787e-05,169,0.0389183355817796,0.8724,0.91402549831737
"Hspd1",1389,61,0.000129215456587328,9.80031457403174e-05,344,-0.395354435274502,0.0264,0.0602131378629828
"Hspe1",3502,176,0.000325782958220894,0.000282763174595014,967,-0.203645373088944,0.062,0.119880497131931
"Mob4",631,36,5.87004701991388e-05,5.78379220762529e-05,99,-0.0209959969744929,0.9244,0.950120188032016
"9430016H08Rik",203,15,1.88846203651746e-05,2.40991341984387e-05,12,0.335984580228184,0.3672,0.492073546463475
"Kctd18",99,5,9.20974096626742e-06,8.0330447328129e-06,6,-0.176662005398154,0.7635,0.839793909733551
"Sgol2a",93,1,8.65157484709969e-06,1.60660894656258e-06,19,-1.88859020560021,0.0277,0.0625958100558659
"Bzw1",1424,108,0.000132471425615806,0.000173513766228759,395,0.386809931590568,0.0121,0.0321052804198098
"Clk1",1007,80,9.36788803336494e-05,0.000128528715725006,246,0.4521574199801,0.0163,0.0408130609718353
"Ppil3",349,7,3.24666625982558e-05,1.12462626259381e-05,33,-1.45038316037107,0,0
"Nif3l1",120,2,1.11633223833544e-05,3.21321789312516e-06,5,-1.52954291725866,0.0088,0.0247022900763359
"Orc2",157,7,1.46053467848887e-05,1.12462626259381e-05,10,-0.34969888974705,0.4031,0.52845227677848
"Fam126b",114,4,1.06051562641867e-05,6.42643578625032e-06,8,-0.644024068079344,0.2095,0.320691579943236
"Ndufb3",1390,60,0.000129308484273856,9.63965367937548e-05,366,-0.419988640327707,0.0073,0.0212511694854264
"Cflar",282,104,2.62338076008829e-05,0.000167087330442508,53,2.62574037872087,0,0
"Casp8",635,15,5.90725809452506e-05,2.40991341984387e-05,104,-1.25906904995989,0,0
"Trak2",71,4,6.60496574348471e-06,6.42643578625032e-06,5,-0.0342717737505224,0.9232,0.94971354100445
"Tmem237",81,4,7.53524260876425e-06,6.42643578625032e-06,6,-0.200762185907438,0.7315,0.814343608091372
"Als2",36,5,3.34899671500633e-06,8.0330447328129e-06,4,1.05452973414534,0.2003,0.309714640672783
"Sumo1",2240,176,0.000208382017822616,0.000282763174595014,669,0.438549829758542,3e-04,0.00138685714285714
"Nop58",759,18,7.06080140747169e-05,2.89189610381264e-05,158,-1.25906097976781,0,0
"Bmpr2",135,12,1.25587376812737e-05,1.9279307358751e-05,5,0.580785508034939,0.1808,0.285510833495998
"Fam117b",263,9,2.44662815568518e-05,1.44594805190632e-05,25,-0.720096479209394,0.0451,0.0925098884381339
"Wdr12",277,6,2.57686691682432e-05,9.63965367937548e-06,34,-1.33109422380885,0.0021,0.00745131578947368
"Nbeal1",246,17,2.28848108858766e-05,2.73123520915639e-05,24,0.245338154353767,0.4997,0.620883581631086
"Cyp20a1",318,9,2.95828043158893e-05,1.44594805190632e-05,34,-0.984228860328057,0.0058,0.0175278296600672
"Abi2",116,5,1.07912116372426e-05,8.0330447328129e-06,6,-0.384427715564831,0.4472,0.570009138175516
"Raph1",269,10,2.50244476760195e-05,1.60660894656258e-05,32,-0.608735028943735,0.0858,0.156122807017544
"Nrp2",28,19,2.6047752227827e-06,3.0525569984689e-05,6,3.12854124727427,0,0
"Ino80d",233,34,2.16754509610132e-05,5.46247041831277e-05,19,1.29459451578632,0.0015,0.00560249307479224
"Gm20342",71,19,6.60496574348471e-06,3.0525569984689e-05,6,2.05150880035745,0.0053,0.0162597648843383
"Ndufs1",347,9,3.22806072251999e-05,1.44594805190632e-05,40,-1.10618991501188,0.0016,0.00592402745995423
"Eef1b2",7902,221,0.00073510477894389,0.00035506057719033,1413,-1.04778842738958,0,0
"Adam23",379,131,3.52574931940945e-05,0.000210465771999698,102,2.54407307940921,0,0
"Klf7",232,2,2.15824232744853e-05,3.21321789312516e-06,33,-2.42220587296191,0,0
"Creb1",331,22,3.07921642407527e-05,3.53453968243768e-05,43,0.193101426360174,0.5303,0.647859710057385
"Mettl21a",171,4,1.59077343962801e-05,6.42643578625032e-06,12,-1.18694147363594,0.0137,0.0353647096362476
"Plekhm3",546,8,5.07931168442627e-05,1.28528715725006e-05,97,-1.90257531599453,0,0
"Idh1",184,43,1.71170943211435e-05,6.90841847021909e-05,24,1.95173733054112,4e-04,0.0017809576224546
"Pikfyve",113,8,1.05121285776588e-05,1.28528715725006e-05,4,0.267030454071325,0.5643,0.674924157303371
"Rpe",283,14,2.63268352874109e-05,2.24925252518761e-05,37,-0.218116592002967,0.5199,0.638238391502276
"Acadl",763,71,7.09801248208287e-05,0.000114069235205943,169,0.676831658383272,0.0091,0.0253771113409169
"Lancl1",143,9,1.33029591734974e-05,1.44594805190632e-05,7,0.112178181048932,0.7817,0.852514559180372
"Ikzf2",58,0,5.39560581862131e-06,0,4,-2.67708102370806,0.0236,0.0550054739268222
"Bard1",59,3,5.48863350514927e-06,4.81982683968774e-06,6,-0.156938452642422,0.818,0.876854379223532
"Atic",485,9,4.51184279660575e-05,1.44594805190632e-05,69,-1.57685149526773,0,0
"Fn1",53,2,4.93046738598155e-06,3.21321789312516e-06,7,-0.493223280419959,0.6499,0.748425765124555
"Mreg",16,111,1.48844298444726e-06,0.000178333593068446,30,6.17125861917904,0,0
"Rpl37a",44037,1942,0.0040966602316315,0.00312003457422453,1687,-0.392776025176267,0,0
"Tns1",51,0,4.74441201292564e-06,0,5,-2.52215922891155,0.0418,0.0872676129032258
"Arpc2",17309,802,0.00161021622611235,0.00128850037514319,1619,-0.321337924674689,0,0
"Aamp",1121,105,0.000104284036597836,0.000168693939389071,284,0.688648331734369,2e-04,0.000972355769230769
"Pnkd",470,19,4.37230126681382e-05,3.0525569984689e-05,68,-0.5044949206325,0.0494,0.0996872037914692
"Tmbim1",359,27,3.33969394635354e-05,4.33784415571897e-05,53,0.367578801175663,0.2292,0.344652044609665
"Slc11a1",110,11,1.02330455180749e-05,1.76726984121884e-05,15,0.7331813019282,0.1804,0.285101777690955
"Ctdsp1",363,20,3.37690502096472e-05,3.21321789312516e-05,42,-0.0695705722333602,0.8037,0.867040005334044
"Usp37",149,6,1.38611252926651e-05,9.63965367937548e-06,10,-0.482092169789097,0.2817,0.402144520910535
"Rqcd1",123,6,1.14424054429383e-05,9.63965367937548e-06,10,-0.225814231285796,0.6457,0.744649037776194
"Cyp27a1",494,11,4.59556771448091e-05,1.76726984121884e-05,75,-1.3303691684284,0,0
"Cnppd1",565,45,5.25606428882938e-05,7.22974025953161e-05,89,0.452588797744989,0.0509,0.102077590480912
"Fam134a",347,19,3.22806072251999e-05,3.0525569984689e-05,52,-0.0781593017550236,0.8075,0.869739616613419
"Zfand2b",242,32,2.25127001397648e-05,5.14114862900026e-05,22,1.15644279764145,0.0029,0.0097632126508531
"Stk16",327,14,3.04200534946409e-05,2.24925252518761e-05,39,-0.419483837461775,0.1721,0.274667390017755
"Tuba4a",400,8,3.72110746111815e-05,1.28528715725006e-05,57,-1.46380576657177,3e-04,0.00138685714285714
"Dnajb2",61,19,5.67468887820518e-06,3.0525569984689e-05,4,2.23974995850461,0.0037,0.0119923878205128
"Dnpep",395,27,3.67459361785417e-05,4.33784415571897e-05,56,0.233537676478954,0.3968,0.522224174394013
"Gmppa",248,11,2.30708662589325e-05,1.76726984121884e-05,23,-0.366357634174688,0.2885,0.409252147992285
"Chpf",96,2,8.93065790668356e-06,3.21321789312516e-06,10,-1.23696677050256,0.0456,0.0934644033443121
"Farsb",348,9,3.23736349117279e-05,1.44594805190632e-05,47,-1.11021698560363,0.0015,0.00560249307479224
"Ap1s3",749,32,6.96777372094373e-05,5.14114862900026e-05,153,-0.431372830231812,0.0376,0.0800484210526316
"Wdfy1",412,22,3.83274068495169e-05,3.53453968243768e-05,58,-0.113762404574965,0.6822,0.77405301542777
"Mrpl44",217,10,2.0187007976566e-05,1.60660894656258e-05,12,-0.312047348904146,0.3864,0.511700114585039
"Cul3",208,8,1.93497587978144e-05,1.28528715725006e-05,14,-0.554826629927571,0.1462,0.240936646974944
"Dock10",2547,107,0.000236941517586698,0.000171907157282196,746,-0.460609435731715,1e-04,0.000512999365884591
"Mff",761,59,7.07940694477728e-05,9.47899278471922e-05,158,0.416009291850242,0.0411,0.0861396373056995
"Agfg1",169,17,1.57216790232242e-05,2.73123520915639e-05,12,0.759711892647521,0.0708,0.13385650853003
"Pid1",3466,48,0.000322433961505888,7.71172294350038e-05,829,-2.04975848641081,0,0
"Trip12",367,33,3.4141160955759e-05,5.30180952365651e-05,42,0.620280914700147,0.0297,0.0659909365558912
"A530040E14Rik",67,9,6.2328549973729e-06,1.44594805190632e-05,4,1.09585470732481,0.1111,0.192709905660377
"Sp110",615,37,5.72120272146915e-05,5.94445310228155e-05,112,0.0542945515411181,0.8159,0.874951086956522
"Sp140",578,58,5.37700028131572e-05,9.31833189006296e-05,105,0.782085607807774,0.0019,0.00684372217275156
"Sp100",1115,28,0.000103725870478668,4.49850505037522e-05,255,-1.18738104590789,0,0
"A630001G21Rik",113,4,1.05121285776588e-05,6.42643578625032e-06,5,-0.632412729861415,0.1991,0.308153625406543
"Cab39",350,28,3.25596902847838e-05,4.49850505037522e-05,38,0.454435523362127,0.1113,0.192891388174807
"Itm2c",2954,237,0.000274803786003575,0.000380766320335331,841,0.469047571794573,0,0
"Gpr55",43,12,4.00019052070201e-06,1.9279307358751e-05,5,2.01995340621938,0.0348,0.0750952253934382
"Psmd1",720,78,6.69799343001267e-05,0.000125315497831881,158,0.893850783648634,2e-04,0.000972355769230769
"Ncl",3485,141,0.000324201487549919,0.000226531861465324,910,-0.515265275485251,0,0
"Ptma",33933,877,0.00315670848695305,0.00140899604613538,1663,-1.16318687368335,0,0
"Pde6d",285,22,2.65128906604668e-05,3.53453968243768e-05,31,0.401664931804807,0.2234,0.337435772964899
"Cops7b",128,6,1.19075438755781e-05,9.63965367937548e-06,9,-0.278763310251379,0.5545,0.667665773809524
"Nppc",25,0,2.32569216319884e-06,0,4,-1.73365463429561,0.3452,0.469592735833193
"Dis3l2",151,10,1.4047180665721e-05,1.60660894656258e-05,9,0.181639316292616,0.6617,0.758666808390023
"Eif4e2",1116,93,0.000103818898165196,0.00014941463203032,290,0.521046067436299,0.0029,0.0097632126508531
"Gigyf2",315,21,2.93037212563054e-05,3.37387878778142e-05,31,0.197052450138354,0.5108,0.630992823331806
"Inpp5d",1204,33,0.000112005334579656,5.30180952365651e-05,291,-1.06487620459777,0,0
"Atg16l1",176,11,1.63728728289199e-05,1.76726984121884e-05,11,0.104094086041881,0.7988,0.863481026189204
"Dgkd",137,3,1.27447930543297e-05,4.81982683968774e-06,12,-1.23983705173658,0.0175,0.0432686430317848
"Usp40",160,13,1.48844298444726e-05,2.08859163053135e-05,11,0.462389480156466,0.2766,0.397035841022001
"Hjurp",511,13,4.75371478157843e-05,2.08859163053135e-05,111,-1.14908654695666,0.0035,0.0114450282942603
"Arl4c",1041,120,9.68418216755998e-05,0.00019279307358751,280,0.985993837748836,0,0
"Sh3bp4",99,25,9.20974096626742e-06,4.01652236640645e-05,9,2.01147980101509,0.0033,0.010905637254902
"Cops8",471,22,4.38160403546662e-05,3.53453968243768e-05,65,-0.30224253044981,0.2229,0.337058130841121
"Lrrfip1",2054,87,0.000191078868128417,0.000139774978350944,573,-0.448307878248224,9e-04,0.00357788697788698
"Ramp1",1414,18,0.000131541148750527,2.89189610381264e-05,364,-2.14730834622614,0,0
"Ube2f",861,82,8.00968381005681e-05,0.000131741933618132,193,0.710906623718467,8e-04,0.00322793017456359
"Scly",184,9,1.71170943211435e-05,1.44594805190632e-05,15,-0.228859748218997,0.5688,0.678400707651482
"Ilkap",635,37,5.90725809452506e-05,5.94445310228155e-05,106,0.00890516255116467,0.9684,0.979416927115889
"Hes6",464,17,4.31648465489705e-05,2.73123520915639e-05,69,-0.641466890548767,0.0207,0.0495452662721893
"Traf3ip1",42,5,3.90716283417406e-06,8.0330447328129e-06,4,0.880323208126841,0.2497,0.36708577139742
"Hdac4",119,4,1.10702946968265e-05,6.42643578625032e-06,6,-0.700719019275107,0.1686,0.269986935866983
"Ndufa10",1140,48,0.000106051562641867,7.71172294350038e-05,282,-0.454593167507676,0.009,0.0251589495507947
"Myeov2",2551,149,0.00023731362833281,0.000239384733037824,775,0.0124838159988217,0.908,0.938750159744409
"Rnpepl1",487,40,4.53044833391135e-05,6.42643578625032e-05,80,0.49514343664607,0.0523,0.104342046855734
"Gpr35",446,24,4.14903481914673e-05,3.85586147175019e-05,61,-0.103143260014112,0.6988,0.788574696610406
"Ppp1r7",413,18,3.84204345360449e-05,2.89189610381264e-05,58,-0.397883602205938,0.1553,0.253148700382833
"Hdlbp",593,33,5.51654181110765e-05,5.30180952365651e-05,109,-0.0562393458256641,0.8122,0.872950445064435
"Sept2",681,62,6.33518545255365e-05,9.960975468688e-05,141,0.644716558898257,0.0044,0.0138992581023038
"Stk25",241,16,2.24196724532368e-05,2.57057431450013e-05,17,0.189429132399942,0.579,0.687121901129529
"Thap4",136,10,1.26517653678017e-05,1.60660894656258e-05,10,0.322044991957829,0.4723,0.593769541569542
"Atg4b",231,13,2.14893955879573e-05,2.08859163053135e-05,27,-0.0392421015364141,0.9134,0.943334269304403
"Dtymk",411,8,3.8234379162989e-05,1.28528715725006e-05,75,-1.50193330681274,0,0
"Ing5",143,10,1.33029591734974e-05,1.60660894656258e-05,11,0.254818855674961,0.5579,0.670043200712589
"D2hgdh",56,2,5.20955044556541e-06,3.21321789312516e-06,4,-0.559566296008759,0.4175,0.541625240538807
"Fam174a",910,41,8.46551947404379e-05,6.58709668090658e-05,211,-0.357160768545316,0.0643,0.123471872774745
"St8sia4",876,94,8.14922533984874e-05,0.000151021240976883,206,0.881942364861743,0,0
"D1Ertd622e",653,43,6.07470793027538e-05,6.90841847021909e-05,125,0.182718022903331,0.413,0.537382054992764
"Ppip5k2",105,3,9.76790708543514e-06,4.81982683968774e-06,5,-0.887689732693081,0.0883,0.15977342876314
"Gin1",129,8,1.2000571562106e-05,1.28528715725006e-05,7,0.091610012804268,0.8382,0.89106938239159
"2310035C23Rik",400,18,3.72110746111815e-05,2.89189610381264e-05,43,-0.352930753962545,0.2003,0.309714640672783
"Tnfrsf11a",128,54,1.19075438755781e-05,8.67568831143793e-05,17,2.76529778390502,3e-04,0.00138685714285714
"Bcl2",300,15,2.79083059583861e-05,2.40991341984387e-05,60,-0.203846469748985,0.5886,0.69586058746164
"Kdsr",136,6,1.26517653678017e-05,9.63965367937548e-06,5,-0.359636332342363,0.421,0.544855223164294
"Vps4b",683,40,6.35379098985924e-05,6.42643578625032e-05,120,0.0161484669785947,0.9364,0.957950935761254
"Serpinb10",247,4,2.29778385724046e-05,6.42643578625032e-06,54,-1.69095973544097,0.0061,0.0182909562638992
"Serpinb8",233,0,2.16754509610132e-05,0,33,-4.50305933771384,0,0
"Tsn",1288,66,0.000119819660248004,0.00010603619047313,327,-0.17475655972737,0.249,0.366322967812329
"Nifk",300,5,2.79083059583861e-05,8.0330447328129e-06,37,-1.67819981029212,0,0
"Clasp1",245,22,2.27917831993487e-05,3.53453968243768e-05,25,0.611309251028649,0.0821,0.150746482069905
"Ralb",1076,27,0.000100097790704078,4.33784415571897e-05,255,-1.18782056003618,0,0
"Tmem185b",236,7,2.19545340205971e-05,1.12462626259381e-05,11,-0.906437617788683,0.0152,0.0385600501724679
"Ptpn4",77,2,7.16313186265244e-06,3.21321789312516e-06,6,-0.954200232932788,0.1349,0.226090946757821
"Dbi",3985,111,0.000370715330813896,0.000178333593068446,1050,-1.05155242954557,0,0
"Insig2",384,8,3.57226316267342e-05,1.28528715725006e-05,53,-1.40648438459237,0,0
"Ddx18",620,23,5.76771656473313e-05,3.69520057709393e-05,125,-0.628623050114956,0.0124,0.0326975228161669
"Actr3",11958,452,0.00111242507550127,0.000726187243846286,1555,-0.614605682251321,0,0
"Ccnt2",840,59,7.81432566834811e-05,9.47899278471922e-05,167,0.275407534622564,0.1608,0.259966426858513
"Rab3gap1",140,4,1.30238761139135e-05,6.42643578625032e-06,7,-0.917143275867553,0.053,0.105400688298918
"R3hdm1",632,32,5.87934978856667e-05,5.14114862900026e-05,118,-0.190105588565742,0.4159,0.539895860077022
"Ubxn4",1075,123,0.00010000476301755,0.000197612900427197,278,0.975536005888548,0,0
"Mcm6",798,24,7.42360938493071e-05,3.85586147175019e-05,172,-0.927433042140123,0.0106,0.0288539703903096
"Dars",711,29,6.61426851213751e-05,4.65916594503148e-05,151,-0.496521473394989,0.0268,0.0609536125948833
"Cxcr4",105,18,9.76790708543514e-06,2.89189610381264e-05,12,1.47432221093116,0.0134,0.0347789541225537
"Yod1",128,4,1.19075438755781e-05,6.42643578625032e-06,6,-0.797472621428337,0.0967,0.172237560546015
"Mapkapk2",406,21,3.77692407303492e-05,3.37387878778142e-05,60,-0.158365065418167,0.5737,0.682032770022043
"Dyrk3",90,1,8.37249178751583e-06,1.60660894656258e-06,9,-1.84625849589443,0.0175,0.0432686430317848
"Eif2d",238,9,2.2140589393653e-05,1.44594805190632e-05,24,-0.58193376896532,0.1106,0.191966101694915
"Rassf5",675,16,6.27936884063688e-05,2.57057431450013e-05,127,-1.25626366338868,0,0
"Srgap2",262,20,2.43732538703239e-05,3.21321789312516e-05,27,0.384924542376041,0.2552,0.373542247150353
"Rab7b",2605,12,0.000242337123405319,1.9279307358751e-05,644,-3.58487615105353,0,0
"Slc41a1",84,6,7.81432566834811e-06,9.63965367937548e-06,4,0.271529085034002,0.6268,0.728355644929618
"Rab29",136,4,1.26517653678017e-05,6.42643578625032e-06,7,-0.878345643519321,0.0636,0.122330955777461
"Nucks1",1288,36,0.000119819660248004,5.78379220762529e-05,276,-1.03803703245297,0,0
"Elk4",204,10,1.89776480517026e-05,1.60660894656258e-05,15,-0.227254229905752,0.538,0.65440084197865
