"","counts_bg","counts_fg","freq_bg","freq_fg","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"Gltp",5258,126,0.000508827745260199,0.000189359783588819,1314,-1.42128116871055,0,0
"Git2",898,43,8.69013532224531e-05,6.46227832882477e-05,179,-0.421688590700523,0.0224,0.0411713222525428
"Ankrd13a",326,27,3.15477072945654e-05,4.05770964833183e-05,27,0.353233090254962,0.1846,0.253889251902729
"1500011B03Rik",100,3,9.6772108265538e-06,4.50856627592426e-06,4,-0.95478604562426,0.0664,0.105683694951665
"2610524H06Rik",185,4,1.79028400291245e-05,6.01142170123234e-06,16,-1.43082409299676,0.0033,0.00774705323193916
"Oasl2",150,13,1.45158162398307e-05,1.95371205290051e-05,28,0.404494323625758,0.5054,0.585720100109495
"Oasl1",17,23,1.64512584051415e-06,3.4565674782086e-05,5,3.74907727126606,0,0
"2210016L21Rik",356,24,3.44508705425315e-05,3.6068530207394e-05,37,0.0643738572798427,0.8209,0.857801734348562
"Sppl3",110,20,1.06449319092092e-05,3.00571085061617e-05,4,1.41522131371116,0.0055,0.0120703495260663
"Acads",158,11,1.5289993105955e-05,1.65314096783889e-05,10,0.105956012733367,0.7865,0.831609503424657
"Unc119b",439,1,4.24829555285712e-05,1.50285542530809e-06,45,-4.11880314056441,0,0
"Mlec",719,4,6.95791458429218e-05,6.01142170123234e-06,104,-3.33146305725124,0,0
"Pop5",596,19,5.76761765262607e-05,2.85542530808536e-05,87,-0.98940910468279,0,0
"Rnf10",599,22,5.79664928510573e-05,3.30628193567779e-05,77,-0.791697538704547,6e-04,0.00170126291618829
"Coq5",276,10,2.67091018812885e-05,1.50285542530809e-05,22,-0.789715647508031,0.0146,0.0283171204188482
"Dynll1",5287,273,0.000511634136399899,0.000410279531109107,1306,-0.317810278735664,5e-04,0.00143919968919969
"Srsf9",1315,34,0.000127255322369183,5.10970844604749e-05,318,-1.29974415487731,0,0
"Gatc",183,4,1.77092958125935e-05,6.01142170123234e-06,10,-1.41597634560226,0.002,0.00497248322147651
"Triap1",422,13,4.0837829688057e-05,1.95371205290051e-05,45,-1.02657409631862,6e-04,0.00170126291618829
"Cox6a1",5249,237,0.000507956796285809,0.000356176735798016,1344,-0.51090508011564,0,0
"Pxn",389,16,3.76443501152943e-05,2.40456868049294e-05,39,-0.625695330696067,0.0194,0.0363333164812942
"Rplp0",37037,1920,0.00358414857383073,0.00288548241659152,2141,-0.312720470575502,0,0
"Gcn1l1",172,8,1.66448026216725e-05,1.20228434024647e-05,10,-0.438198811569723,0.2434,0.320026725820763
"Rab35",506,28,4.89666867823622e-05,4.20799519086264e-05,68,-0.213949918893771,0.3363,0.420602076299797
"Cit",193,1,1.86770168952488e-05,1.50285542530809e-06,49,-2.97486465677541,3e-04,0.000905376782077393
